epoch,step,test_loss,train_loss,val_loss
0,49,,0.3673960566520691,
0,99,,0.1465209424495697,
0,149,,0.15900658071041107,
0,199,,0.17091648280620575,
0,236,,,0.07167541980743408
1,249,,0.03301534056663513,
1,299,,0.046411171555519104,
1,349,,0.028332259505987167,
1,399,,0.03822799772024155,
1,449,,0.023634135723114014,
1,473,,,0.041270531713962555
2,499,,0.031879521906375885,
2,549,,0.016813645139336586,
2,599,,0.08735828101634979,
2,649,,0.02764810621738434,
2,699,,0.07128722220659256,
2,710,,,0.03709543123841286
3,749,,0.02129465714097023,
3,799,,0.018812961876392365,
3,849,,0.011865976266562939,
3,899,,0.031072067096829414,
3,947,,,0.02888200245797634
4,949,,0.022787751629948616,
4,999,,0.014751680195331573,
4,1049,,0.01886316016316414,
4,1099,,0.013876762241125107,
4,1149,,0.08950453996658325,
4,1184,,,0.02730809897184372
5,1199,,0.0030945921316742897,
5,1249,,0.009948235005140305,
5,1299,,0.004486599937081337,
5,1349,,0.005662195384502411,
5,1399,,0.010475913062691689,
5,1421,,,0.024824975058436394
6,1449,,0.05166979134082794,
6,1499,,0.025456640869379044,
6,1549,,0.002887244336307049,
6,1599,,0.016274023801088333,
6,1649,,0.010039698332548141,
6,1658,,,0.023583440110087395
7,1699,,0.011169742792844772,
7,1749,,0.01318872906267643,
7,1799,,0.015665683895349503,
7,1849,,0.019144512712955475,
7,1895,,,0.023386307060718536
8,1899,,0.015513655729591846,
8,1949,,0.008022394962608814,
8,1999,,0.002641216153278947,
8,2049,,0.03582459315657616,
8,2099,,0.0034291259944438934,
8,2132,,,0.025026941671967506
9,2149,,0.0014571904903277755,
9,2199,,0.006390171125531197,
9,2249,,0.0013967495178803802,
9,2299,,0.0053237308748066425,
9,2349,,0.001879269490018487,
9,2369,,,0.02353482134640217
10,2399,,0.0026884963735938072,
10,2449,,0.017694080248475075,
10,2499,,0.012461062520742416,
10,2549,,0.002293624449521303,
10,2599,,0.0019241573754698038,
10,2606,,,0.027167849242687225
11,2649,,0.002786084311082959,
11,2699,,0.009044243022799492,
11,2749,,0.0007074910099618137,
11,2799,,0.0006912322714924812,
11,2843,,,0.025627942755818367
12,2849,,0.0006008389173075557,
12,2899,,0.0007763240137137473,
12,2949,,0.0002994788228534162,
12,2999,,0.004469799809157848,
12,3049,,0.0010471633868291974,
12,3080,,,0.024807481095194817
13,3099,,5.2845502068521455e-05,
13,3149,,0.0025393974501639605,
13,3199,,0.023606769740581512,
13,3249,,0.0085989935323596,
13,3299,,0.00801344495266676,
13,3317,,,0.026092486456036568
14,3349,,0.017507925629615784,
14,3399,,0.00699943071231246,
14,3449,,0.0003338201786391437,
14,3499,,0.004450570791959763,
14,3549,,0.00021632836433127522,
14,3554,,,0.02565855160355568
15,3555,0.018151776865124702,,
