epoch,step,test_loss,train_loss,val_loss
0,49,,0.32907822728157043,
0,99,,0.14968325197696686,
0,149,,0.12529762089252472,
0,199,,0.1526709347963333,
0,236,,,0.08172456920146942
1,249,,0.0444205179810524,
1,299,,0.03052777424454689,
1,349,,0.02957681566476822,
1,399,,0.07131083309650421,
1,449,,0.016845453530550003,
1,473,,,0.05122536048293114
2,499,,0.06013437733054161,
2,549,,0.02421039342880249,
2,599,,0.022064168006181717,
2,649,,0.008779620751738548,
2,699,,0.014587242156267166,
2,710,,,0.03775424510240555
3,749,,0.007878771051764488,
3,799,,0.016092564910650253,
3,849,,0.16370028257369995,
3,899,,0.010232696309685707,
3,947,,,0.03176460415124893
4,949,,0.04722059518098831,
4,999,,0.017046332359313965,
4,1049,,0.01575837843120098,
4,1099,,0.00947590358555317,
4,1149,,0.010498697869479656,
4,1184,,,0.0271136611700058
5,1199,,0.014596590772271156,
5,1249,,0.017788780853152275,
5,1299,,0.04807189106941223,
5,1349,,0.015244969166815281,
5,1399,,0.0078527070581913,
5,1421,,,0.02761131152510643
6,1449,,0.011169081553816795,
6,1499,,0.014211678877472878,
6,1549,,0.011706935241818428,
6,1599,,0.0027618599124252796,
6,1649,,0.0019771272782236338,
6,1658,,,0.023040475323796272
7,1699,,0.00876027625054121,
7,1749,,0.05394858121871948,
7,1799,,0.02984231524169445,
7,1849,,0.014162999577820301,
7,1895,,,0.022571014240384102
8,1899,,0.0005830427398905158,
8,1949,,0.07355499267578125,
8,1999,,0.00805288553237915,
8,2049,,0.008025912567973137,
8,2099,,0.0053397417068481445,
8,2132,,,0.020032476633787155
9,2149,,0.00828103069216013,
9,2199,,0.0015939828008413315,
9,2249,,0.02279030531644821,
9,2299,,0.2315429002046585,
9,2349,,0.026523999869823456,
9,2369,,,0.019340932369232178
10,2399,,0.032929882407188416,
10,2449,,0.0013990044826641679,
10,2499,,0.006568779703229666,
10,2549,,0.0035137482918798923,
10,2599,,0.003582833567634225,
10,2606,,,0.019214320927858353
11,2649,,0.007717026863247156,
11,2699,,0.002009755000472069,
11,2749,,0.0033172948751598597,
11,2799,,0.002481777686625719,
11,2843,,,0.022671982645988464
12,2849,,0.01319072861224413,
12,2899,,0.009081600233912468,
12,2949,,0.002502838149666786,
12,2999,,0.005779295694082975,
12,3049,,0.007854703813791275,
12,3080,,,0.01954144984483719
13,3099,,0.009956937283277512,
13,3149,,0.0007882724748924375,
13,3199,,0.02158242091536522,
13,3249,,0.003574163420125842,
13,3299,,0.0005000464734621346,
13,3317,,,0.017200198024511337
14,3349,,0.009886916726827621,
14,3399,,0.015771562233567238,
14,3449,,0.001625784090720117,
14,3499,,0.00738736055791378,
14,3549,,0.00104330328758806,
14,3554,,,0.01662329211831093
15,3555,0.016129644587635994,,
