epoch,step,test_loss,train_loss,val_loss
0,49,,0.3668033182621002,
0,99,,0.1934545785188675,
0,149,,0.11612730473279953,
0,199,,0.051267944276332855,
0,236,,,0.08132304251194
1,249,,0.10237910598516464,
1,299,,0.04052679240703583,
1,349,,0.06980860233306885,
1,399,,0.11013635993003845,
1,449,,0.04334432631731033,
1,473,,,0.04634130373597145
2,499,,0.059654176235198975,
2,549,,0.026518288999795914,
2,599,,0.01447357703000307,
2,649,,0.016061371192336082,
2,699,,0.04421313479542732,
2,710,,,0.034924715757369995
3,749,,0.008195590227842331,
3,799,,0.008708391338586807,
3,849,,0.004165967460721731,
3,899,,0.043604739010334015,
3,947,,,0.033602114766836166
4,949,,0.008354876190423965,
4,999,,0.021928362548351288,
4,1049,,0.009007258340716362,
4,1099,,0.02895832061767578,
4,1149,,0.015927981585264206,
4,1184,,,0.02709105983376503
5,1199,,0.021210987120866776,
5,1249,,0.006645497400313616,
5,1299,,0.0019560111686587334,
5,1349,,0.0039793504402041435,
5,1399,,0.0036397348158061504,
5,1421,,,0.024668801575899124
6,1449,,0.054167360067367554,
6,1499,,0.012487126514315605,
6,1549,,0.05260899290442467,
6,1599,,0.023143447935581207,
6,1649,,0.010850807651877403,
6,1658,,,0.023601537570357323
7,1699,,0.018300849944353104,
7,1749,,0.06470175087451935,
7,1799,,0.001662129769101739,
7,1849,,0.007841839455068111,
7,1895,,,0.024640481919050217
8,1899,,0.02061944082379341,
8,1949,,0.022299617528915405,
8,1999,,0.005048713181167841,
8,2049,,0.02458348125219345,
8,2099,,0.011065605096518993,
8,2132,,,0.020335333421826363
9,2149,,0.000582692155148834,
9,2199,,0.0006637249607592821,
9,2249,,0.0033561931923031807,
9,2299,,0.013322646729648113,
9,2349,,0.005493517033755779,
9,2369,,,0.019626643508672714
10,2399,,0.0029360896442085505,
10,2449,,0.009768791496753693,
10,2499,,0.01282519567757845,
10,2549,,0.0005587221821770072,
10,2599,,0.01744508370757103,
10,2606,,,0.01907714642584324
11,2649,,0.017815323546528816,
11,2699,,0.005615103989839554,
11,2749,,0.07248753309249878,
11,2799,,0.0005268306704238057,
11,2843,,,0.01945480890572071
12,2849,,0.004263837821781635,
12,2899,,0.003579489653930068,
12,2949,,0.02688729017972946,
12,2999,,0.0008180298027582467,
12,3049,,0.005769477225840092,
12,3080,,,0.021368565037846565
13,3099,,0.005265631712973118,
13,3149,,0.0037168418057262897,
13,3199,,0.006450611166656017,
13,3249,,0.03958971053361893,
13,3299,,0.002882628235965967,
13,3317,,,0.01773388683795929
14,3349,,4.700441058957949e-05,
14,3399,,0.008985204622149467,
14,3449,,0.0022547179833054543,
14,3499,,0.017203543335199356,
14,3549,,0.005248465575277805,
14,3554,,,0.018441535532474518
15,3555,0.020524604246020317,,
