epoch,step,test_loss,train_loss,val_loss
0,49,,0.414772093296051,
0,99,,0.20043128728866577,
0,149,,0.15391165018081665,
0,199,,0.1168898418545723,
0,236,,,0.07402919232845306
1,249,,0.03698257356882095,
1,299,,0.05155519023537636,
1,349,,0.023269737139344215,
1,399,,0.026294436305761337,
1,449,,0.04943544790148735,
1,473,,,0.041359759867191315
2,499,,0.01211383007466793,
2,549,,0.025240477174520493,
2,599,,0.007374167442321777,
2,649,,0.008966500870883465,
2,699,,0.052958786487579346,
2,710,,,0.028155839070677757
3,749,,0.04962707683444023,
3,799,,0.0750257819890976,
3,849,,0.03279183804988861,
3,899,,0.024474479258060455,
3,947,,,0.02049863152205944
4,949,,0.05088303983211517,
4,999,,0.005704942159354687,
4,1049,,0.003850399050861597,
4,1099,,0.015972184017300606,
4,1149,,0.009594812989234924,
4,1184,,,0.016760321334004402
5,1199,,0.05148041620850563,
5,1249,,0.0034986580722033978,
5,1299,,0.003100732807070017,
5,1349,,0.008396536111831665,
5,1399,,0.05509963631629944,
5,1421,,,0.020242581143975258
6,1449,,0.008735233917832375,
6,1499,,0.010671388357877731,
6,1549,,0.011701401323080063,
6,1599,,0.03748055547475815,
6,1649,,0.024309363216161728,
6,1658,,,0.012465189211070538
7,1699,,0.01285226084291935,
7,1749,,0.02031545527279377,
7,1799,,0.015210545621812344,
7,1849,,0.007527018431574106,
7,1895,,,0.011150922626256943
8,1899,,0.024531856179237366,
8,1949,,0.0014087273739278316,
8,1999,,0.036971379071474075,
8,2049,,0.05182140693068504,
8,2099,,0.0059259687550365925,
8,2132,,,0.013029530644416809
9,2149,,0.00602401839569211,
9,2199,,0.0015346641885116696,
9,2249,,0.05363308638334274,
9,2299,,0.005424889270216227,
9,2349,,0.01793511211872101,
9,2369,,,0.009937831200659275
10,2399,,0.008964687585830688,
10,2449,,0.005113806575536728,
10,2499,,0.029488105326890945,
10,2549,,0.008210143074393272,
10,2599,,0.00020481696992646903,
10,2606,,,0.010082345455884933
11,2649,,0.0521676205098629,
11,2699,,0.01249353401362896,
11,2749,,0.033706799149513245,
11,2799,,0.0005868906155228615,
11,2843,,,0.010386524721980095
12,2849,,0.026887256652116776,
12,2899,,0.00945356860756874,
12,2949,,0.0038994350470602512,
12,2999,,0.016379155218601227,
12,3049,,0.010031702928245068,
12,3080,,,0.008882629685103893
13,3099,,0.0014532017521560192,
13,3149,,0.05009718984365463,
13,3199,,0.00048703543143346906,
13,3249,,0.002909640083089471,
13,3299,,5.105918171466328e-05,
13,3317,,,0.008844663389027119
14,3349,,0.02512696571648121,
14,3399,,0.00051796471234411,
14,3449,,0.003948498517274857,
14,3499,,0.011880787089467049,
14,3549,,0.00259525328874588,
14,3554,,,0.011814052239060402
15,3555,0.019957559183239937,,
