epoch,step,test_loss,train_loss,val_loss
0,49,,0.3577868342399597,
0,99,,0.15768849849700928,
0,149,,0.08877890557050705,
0,199,,0.05975966528058052,
0,236,,,0.06923490762710571
1,249,,0.029106032103300095,
1,299,,0.06977658718824387,
1,349,,0.04947078600525856,
1,399,,0.05730227008461952,
1,449,,0.010481743142008781,
1,473,,,0.04210299998521805
2,499,,0.013214869424700737,
2,549,,0.02406005747616291,
2,599,,0.021421372890472412,
2,649,,0.024269016459584236,
2,699,,0.05129174888134003,
2,710,,,0.030272070318460464
3,749,,0.018700120970606804,
3,799,,0.016432808712124825,
3,849,,0.03388658165931702,
3,899,,0.030890721827745438,
3,947,,,0.027905229479074478
4,949,,0.03140651434659958,
4,999,,0.051178622990846634,
4,1049,,0.04865743964910507,
4,1099,,0.0072404732927680016,
4,1149,,0.024227971211075783,
4,1184,,,0.024660177528858185
5,1199,,0.09386543929576874,
5,1249,,0.006526370998471975,
5,1299,,0.008204600773751736,
5,1349,,0.010775048285722733,
5,1399,,0.002930197399109602,
5,1421,,,0.019900843501091003
6,1449,,0.011096175760030746,
6,1499,,0.02470300905406475,
6,1549,,0.0030810332391411066,
6,1599,,0.02117794193327427,
6,1649,,0.00345013034529984,
6,1658,,,0.01783408597111702
7,1699,,0.0025744105223566294,
7,1749,,0.0011108691105619073,
7,1799,,0.11366184055805206,
7,1849,,0.039433553814888,
7,1895,,,0.01808551885187626
8,1899,,0.017073258757591248,
8,1949,,0.0016084857052192092,
8,1999,,0.009139297530055046,
8,2049,,0.0006085486384108663,
8,2099,,0.0019594128243625164,
8,2132,,,0.0174849946051836
9,2149,,0.004553915001451969,
9,2199,,0.05774031579494476,
9,2249,,0.00909044686704874,
9,2299,,0.0039556147530674934,
9,2349,,0.0523829311132431,
9,2369,,,0.017044151201844215
10,2399,,0.002843459602445364,
10,2449,,0.004130135755985975,
10,2499,,0.010569322854280472,
10,2549,,0.003211685223504901,
10,2599,,0.0046442123129963875,
10,2606,,,0.01902918331325054
11,2649,,0.00014948222087696195,
11,2699,,0.004136611707508564,
11,2749,,0.005992903374135494,
11,2799,,0.002900988794863224,
11,2843,,,0.016230478882789612
12,2849,,0.0366327278316021,
12,2899,,0.008989155292510986,
12,2949,,0.004736972972750664,
12,2999,,0.004671917296946049,
12,3049,,0.013555477373301983,
12,3080,,,0.014617538079619408
13,3099,,0.00021418732649181038,
13,3149,,0.003948133438825607,
13,3199,,0.008013430051505566,
13,3249,,0.0005402155802585185,
13,3299,,0.002257551532238722,
13,3317,,,0.016974618658423424
14,3349,,0.01169787161052227,
14,3399,,0.004522641189396381,
14,3449,,0.026592042297124863,
14,3499,,0.008834815584123135,
14,3549,,0.001827541971579194,
14,3554,,,0.016531307250261307
15,3555,0.016844771802425385,,
