epoch,step,test_loss,train_loss,val_loss
0,49,,0.316308856010437,
0,99,,0.1871929168701172,
0,149,,0.17741262912750244,
0,199,,0.08704081177711487,
0,236,,,0.07562997192144394
1,249,,0.0545642226934433,
1,299,,0.015241120010614395,
1,349,,0.03561687096953392,
1,399,,0.023640263825654984,
1,449,,0.04529658704996109,
1,473,,,0.04494478181004524
2,499,,0.035806804895401,
2,549,,0.04398765042424202,
2,599,,0.010676818899810314,
2,649,,0.02652048133313656,
2,699,,0.020093020051717758,
2,710,,,0.035395216196775436
3,749,,0.03651075065135956,
3,799,,0.019912725314497948,
3,849,,0.022579625248908997,
3,899,,0.026526348665356636,
3,947,,,0.03199457749724388
4,949,,0.0064718821085989475,
4,999,,0.03228192776441574,
4,1049,,0.03380458801984787,
4,1099,,0.0024353323969990015,
4,1149,,0.004762087948620319,
4,1184,,,0.027280740439891815
5,1199,,0.015837963670492172,
5,1249,,0.02611555904150009,
5,1299,,0.005492739379405975,
5,1349,,0.001739259110763669,
5,1399,,0.0005193413235247135,
5,1421,,,0.025360044091939926
6,1449,,0.005136686377227306,
6,1499,,0.028288988396525383,
6,1549,,0.008474820293486118,
6,1599,,0.010590137913823128,
6,1649,,0.008784541860222816,
6,1658,,,0.025542205199599266
7,1699,,0.029133431613445282,
7,1749,,0.00857131090015173,
7,1799,,0.000801395857706666,
7,1849,,0.0007960058865137398,
7,1895,,,0.022307628765702248
8,1899,,0.0017550267511978745,
8,1949,,0.021094124764204025,
8,1999,,0.00174807314760983,
8,2049,,0.009783158078789711,
8,2099,,0.02232459932565689,
8,2132,,,0.0212749931961298
9,2149,,0.00784072745591402,
9,2199,,0.000747076643165201,
9,2249,,0.04512086883187294,
9,2299,,0.007974332198500633,
9,2349,,0.008995043113827705,
9,2369,,,0.021186327561736107
10,2399,,0.0009307509171776474,
10,2449,,0.006861491594463587,
10,2499,,0.00296187587082386,
10,2549,,0.0008424721891060472,
10,2599,,0.03642158582806587,
10,2606,,,0.019964244216680527
11,2649,,0.0009084528428502381,
11,2699,,0.0008717117016203701,
11,2749,,0.004681884776800871,
11,2799,,0.0001552692847326398,
11,2843,,,0.01935720443725586
12,2849,,0.00215436820872128,
12,2899,,0.007766484282910824,
12,2949,,0.005003236699849367,
12,2999,,0.003913900349289179,
12,3049,,0.0011238099541515112,
12,3080,,,0.02118438482284546
13,3099,,0.0034284668508917093,
13,3149,,0.0009289179579354823,
13,3199,,0.01850142702460289,
13,3249,,0.010968169197440147,
13,3299,,0.0014976320089772344,
13,3317,,,0.025115065276622772
14,3349,,0.006176144350320101,
14,3399,,0.005134376231580973,
14,3449,,0.012726322747766972,
14,3499,,0.0008431499591097236,
14,3549,,0.0052558863535523415,
14,3554,,,0.018395626917481422
15,3555,0.026383452117443085,,
