epoch,step,test_loss,train_loss,val_loss
0,49,,0.407592236995697,
0,99,,0.19998642802238464,
0,149,,0.04917484521865845,
0,199,,0.08570210635662079,
0,236,,,0.07752730697393417
1,249,,0.09391963481903076,
1,299,,0.06843657046556473,
1,349,,0.094105564057827,
1,399,,0.03996362164616585,
1,449,,0.0502067469060421,
1,473,,,0.04173960164189339
2,499,,0.017255857586860657,
2,549,,0.018891651183366776,
2,599,,0.018693186342716217,
2,649,,0.011219975538551807,
2,699,,0.04453902319073677,
2,710,,,0.029447034001350403
3,749,,0.026952585205435753,
3,799,,0.10536126792430878,
3,849,,0.005657650995999575,
3,899,,0.05777663365006447,
3,947,,,0.02443603239953518
4,949,,0.028021592646837234,
4,999,,0.0066178543493151665,
4,1049,,0.029123971238732338,
4,1099,,0.015197718515992165,
4,1149,,0.0320858433842659,
4,1184,,,0.022708846256136894
5,1199,,0.022040043026208878,
5,1249,,0.0344402976334095,
5,1299,,0.014066466130316257,
5,1349,,0.03798991069197655,
5,1399,,0.07022572308778763,
5,1421,,,0.01847144402563572
6,1449,,0.03914438560605049,
6,1499,,0.00485534081235528,
6,1549,,0.0025127525441348553,
6,1599,,0.028639446943998337,
6,1649,,0.06476593762636185,
6,1658,,,0.017749743536114693
7,1699,,0.015676220878958702,
7,1749,,0.001813859329558909,
7,1799,,0.015614288859069347,
7,1849,,0.002764561679214239,
7,1895,,,0.01638888008892536
8,1899,,0.016366232186555862,
8,1949,,0.0020466893911361694,
8,1999,,0.014724128879606724,
8,2049,,0.012582502327859402,
8,2099,,0.007464051246643066,
8,2132,,,0.015887325629591942
9,2149,,0.02850061096251011,
9,2199,,0.01605048216879368,
9,2249,,0.0011243780609220266,
9,2299,,0.00798342190682888,
9,2349,,0.025189273059368134,
9,2369,,,0.015437036752700806
10,2399,,0.0009921269956976175,
10,2449,,0.0016513433074578643,
10,2499,,0.001798694604076445,
10,2549,,0.004087111447006464,
10,2599,,0.018972104415297508,
10,2606,,,0.016340840607881546
11,2649,,0.014244684018194675,
11,2699,,0.01573856733739376,
11,2749,,0.0012642804067581892,
11,2799,,0.02925083413720131,
11,2843,,,0.01952594332396984
12,2849,,0.00015682743105571717,
12,2899,,0.0016902864445000887,
12,2949,,0.002524510258808732,
12,2999,,0.009825512766838074,
12,3049,,0.006798938848078251,
12,3080,,,0.013955292291939259
13,3099,,0.005247160326689482,
13,3149,,0.0001477896876167506,
13,3199,,0.0032075182534754276,
13,3249,,0.019332315772771835,
13,3299,,0.004014972597360611,
13,3317,,,0.014418504200875759
14,3349,,0.005014210008084774,
14,3399,,0.0053838100284338,
14,3449,,0.0005974514060653746,
14,3499,,0.014824582263827324,
14,3549,,0.0004975857445970178,
14,3554,,,0.016037169843912125
15,3555,0.01480217557400465,,
